ResponseId,EdLevelNum,BinnedSalary_$1K,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp
64,4 Bachelorï¿½ï,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","School (i.e., University, College, etc);Other (please specify):",,,18,12,"Developer, front-end;Developer, full-stack;Developer, embedded applications or devices;Designer",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",150000,Yearly,Bash/Shell;C;Go;HTML/CSS;Java;JavaScript;Python;Swift;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,Cloud Firestore;MongoDB;MySQL;PostgreSQL;Redis;SQLite,PostgreSQL;SQLite,Firebase;Google Cloud;Heroku,,Express;Flask;Next.js;Node.js;Vue.js,Node.js;Svelte;Vue.js,,,Docker;Homebrew;npm,,Visual Studio Code;Xcode,Visual Studio Code,macOS,Linux-based;macOS,Git,Command-line;Dedicated version control GUI application,,,Airtable;Notion,Airtable,Slack;Zoom,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,No,,
77,5 Masterï¿½ï,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)",Pluralsight,24,20,"Developer, back-end;Marketing or sales professional",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",160000,Yearly,C#;JavaScript;Python;SQL,C#;PHP;SQL,Couchbase;Microsoft SQL Server,Couchbase,Microsoft Azure,Microsoft Azure,ASP.NET Core ,ASP.NET Core ;jQuery,.NET,.NET,Docker;Kubernetes,Docker,Notepad++;Rider;Visual Studio;Visual Studio Code,Notepad++;Rider;Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Airtable;Confluence;Jira Work Management,,Microsoft Teams;Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,27
86,4 Bachelorï¿½ï,95,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses",,10,7,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Developer, back-end",100 to 499 employees,I have some influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",95000,Yearly,Bash/Shell;Java;Python;SQL,Clojure;Dart;Go;Java;JavaScript;Kotlin;Python;Scala;TypeScript,MariaDB;MySQL,MariaDB;MySQL,,,,,Keras;NumPy;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Flutter;Keras;NumPy;Scikit-learn;Spring;TensorFlow;Torch/PyTorch;Hugging Face Transformers,,,Eclipse;Notepad++;PyCharm,Eclipse;IntelliJ;Notepad++;PyCharm,Linux-based;Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Microsoft Teams;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow,Daily or almost daily,No,,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,Yes,Independent contributor,7
94,5 Masterï¿½ï,166,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)",,Codecademy,9,5,"Developer, front-end",10 to 19 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",166000,Yearly,Bash/Shell;HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;TypeScript,Cloud Firestore;Firebase Realtime Database,,AWS;Firebase;Google Cloud,Google Cloud,Next.js;React.js,Next.js;React.js,,,Docker;Homebrew;npm,Homebrew;npm;Yarn,Visual Studio Code,Visual Studio Code,macOS,macOS,Git,Code editor;Version control hosting service web GUI;Dedicated version control GUI application,,,Asana;Notion,Asana;Notion,Slack;Zoom,Slack,Unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Woman,No,Straight / Heterosexual,Hispanic or Latino/a,None of the above,None of the above,Yes,Independent contributor,5
96,4 Bachelorï¿½ï,92,I am a developer by profession,"Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;School (i.e., University, College, etc);On the job training",,,7,4,"Developer, embedded applications or devices;Security professional",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",92000,Yearly,Bash/Shell;C;C++;Python,Bash/Shell;C;Python;Rust,SQLite,,,,,,,,Docker,Docker,Eclipse;Notepad++;Sublime Text;Vim;Visual Studio Code,Notepad++;Sublime Text;Visual Studio Code,Linux-based;Windows,Linux-based,Git,Command-line,,,Microsoft Planner;Microsoft Lists,,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,,,None of the above,None of the above,Yes,Independent contributor,4
98,2 College study,450,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I donï¿½ï¿½ï¿½t code outside o,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Written Tutorials;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Interactive tutorial;Certification videos",Udemy;Codecademy;Pluralsight,26,22,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Data or business analyst",100 to 499 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",450000,Yearly,C#;HTML/CSS;Java;JavaScript;Python;SQL;VBA,C#;HTML/CSS;JavaScript;SQL;VBA,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;Oracle;Redis,DynamoDB;Microsoft SQL Server;MySQL;Oracle,AWS;Firebase;Google Cloud;Microsoft Azure,AWS;Firebase;Google Cloud;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js,ASP.NET;ASP.NET Core ;jQuery;Node.js,.NET,.NET,Kubernetes;npm,npm,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack,Very favorable,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,22
104,5 Masterï¿½ï,200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I donï¿½ï¿½ï¿½t code outside o,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Auditory material (e.g., podcasts)",,22,17,"Developer, full-stack",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",200000,Yearly,JavaScript;SQL,C++;Python;R,PostgreSQL,PostgreSQL,,,Express;Node.js;Vue.js,Express;Node.js;Vue.js,,,npm,Docker;Kubernetes;npm,Notepad++;Webstorm,Notepad++;Visual Studio Code,macOS;Windows,Windows,Other (please specify):,Command-line;Dedicated version control GUI application,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams;Zoom,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Woman,No,Gay or Lesbian,White,None of the above,None of the above,No,,
108,2 College study,35,I am a developer by profession,"Employed, full-time",Full in-person,I donï¿½ï¿½ï¿½t code outside o,Some college/university study without earning a degree,"School (i.e., University, College, etc);Other (please specify):",,,7,5,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Database administrator;Developer, embedded applications or devices",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",35000,Yearly,Python;SQL;VBA,C++;JavaScript;Python;R;SQL;VBA,MySQL;PostgreSQL,MySQL;PostgreSQL,,,,,NumPy;Pandas,.NET;NumPy;Pandas,,,Eclipse;Notepad++,Eclipse;Notepad++;Visual Studio Code,Windows,Windows,Git,Command-line;Dedicated version control GUI application,,,Smartsheet,Smartsheet,Microsoft Teams;Slack,Microsoft Teams,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,13
114,5 Masterï¿½ï,130,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos,,27,25,"Developer, back-end;Database administrator;Project manager;Security professional","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",130000,Yearly,Bash/Shell;HTML/CSS;JavaScript;PHP;R;SQL,Bash/Shell;HTML/CSS;JavaScript;PHP;R;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,MariaDB;Microsoft SQL Server;MySQL,AWS;Google Cloud;Managed Hosting;VMware,AWS;Google Cloud;Managed Hosting;Microsoft Azure;OpenStack;VMware,Drupal;jQuery;Symfony,Drupal;jQuery;Laravel;Node.js;React.js;Symfony,,,,,Notepad++;RStudio;Vim;Visual Studio Code,Notepad++;RStudio;Vim;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Dedicated version control GUI application,,,Airtable;Asana;ClickUp;Jira Work Management;Smartsheet;Trello,Airtable;Asana;ClickUp;Jira Work Management;monday.com;Smartsheet;Trello,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Zoom,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,Yes,Independent contributor,30
116,4 Bachelorï¿½ï,110,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","School (i.e., University, College, etc);On the job training",,,7,3,"Developer, back-end",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",110000,Yearly,Java;Python;SQL,Dart;Java;Python,MySQL,,AWS,AWS,,,,,,,IntelliJ;PyCharm,IntelliJ;PyCharm,Windows,Windows,Git,Code editor,,,Confluence;Jira Work Management,Jira Work Management,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,3
118,2 College study,2250,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,I donï¿½ï¿½ï¿½t code outside o,Some college/university study without earning a degree,Books / Physical media;On the job training,,,32,28,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Developer, back-end;Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",6000000,Yearly,C#,C#,,,Microsoft Azure,Microsoft Azure,,,.NET,.NET,,,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor;Command-line,,,,,Microsoft Teams;Slack,Microsoft Teams;Slack,Very unfavorable,Stack Overflow;Stack Exchange,Less than once per month or monthly,No,,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,None of the above,Yes,Independent contributor,28
133,4 Bachelorï¿½ï,98,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;Interactive tutorial,Udemy;Codecademy,5,5,"Developer, full-stack","10,000 or more employees",I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",98000,Yearly,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,,,,,ASP.NET;Blazor;Express;jQuery;Node.js;Nuxt.js;React.js;Vue.js,ASP.NET;Express;Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,.NET,.NET;Flutter;React Native,Chef;Docker;npm,Chef;Docker;Kubernetes;npm,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Git;SVN,Code editor;Command-line,,,Confluence;Jira Work Management,Jira Work Management,Cisco Webex Teams;Microsoft Teams,Slack,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",25-34 years old,Man,No,Gay or Lesbian,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,5
134,4 Bachelorï¿½ï,144,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Friend or family member;School (i.e., University, College, etc)",,,26,24,"Developer, back-end",100 to 499 employees,I have little or no influence,Start a free trial,United States of America,"USD	United States dollar",144000,Yearly,C#;JavaScript;Perl;Python;Ruby;SQL,JavaScript;Perl;Python;Ruby;SQL,MariaDB;PostgreSQL;Redis,MariaDB;PostgreSQL;Redis,AWS;Managed Hosting,AWS;Managed Hosting,Angular.js;jQuery;Vue.js,jQuery;Vue.js,Pandas,Pandas,Docker;Kubernetes,Docker;Kubernetes,RubyMine;Sublime Text;Visual Studio Code,RubyMine;Visual Studio Code,Linux-based;macOS,Linux-based;macOS,Git,Command-line;Version control hosting service web GUI,,,Confluence,Confluence,Google Chat;Microsoft Teams;Slack,Google Chat;Slack,Indifferent,Stack Overflow,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",45-54 years old,Man,No,Straight / Heterosexual,White,I am blind / have difficulty seeing,"I have an anxiety disorder;Or, in your own words:",No,,
154,5 Masterï¿½ï,200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges);Online forum",Other,15,11,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Engineering manager;Database administrator;Cloud infrastructure engineer;Data or business analyst","1,000 to 4,999 employees",I have some influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",200000,Yearly,Go;HTML/CSS;Java;JavaScript;Python;SQL,Go;HTML/CSS;Java;JavaScript;Python;SQL,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite,Elasticsearch;PostgreSQL;Redis;SQLite,AWS,AWS,Flask;Next.js;Node.js;React.js,Flask;Next.js;Node.js;React.js,,,Docker;Terraform,Docker;Terraform,IntelliJ;Notepad++;Sublime Text;Visual Studio Code,IntelliJ;Notepad++;Sublime Text,Linux-based;macOS;Windows,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Version control hosting service web GUI,,,Jira Work Management;Stack Overflow for Teams,Stack Overflow for Teams,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Zoom,,Very unfavorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,Asian;South Asian,None of the above,None of the above,Yes,People manager,11
156,4 Bachelorï¿½ï,132,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","School (i.e., University, College, etc)",,,6,1,"Developer, full-stack","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,"USD	United States dollar",132000,Yearly,C++;Go;Java;JavaScript;SQL;TypeScript,,Couchbase,,AWS;Firebase;Google Cloud;Heroku,,Angular;Express;Gatsby;Next.js;Node.js,,,,Docker;Kubernetes;npm;Yarn,,Sublime Text;Webstorm,,macOS,macOS,Git,Command-line,,,Jira Work Management,,Slack;Zoom,,Favorable,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,
165,4 Bachelorï¿½ï,136,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,",Books / Physical media;Friend or family member,,,29,15,"Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.);System administrator",2 to 9 employees,I have a great deal of influence,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow,United States of America,"USD	United States dollar",136000,Yearly,C#;JavaScript;Kotlin;SQL,C#;Kotlin;SQL,Microsoft SQL Server;MongoDB;Redis,PostgreSQL;Redis,DigitalOcean;Microsoft Azure,DigitalOcean;Microsoft Azure,ASP.NET Core ,ASP.NET Core ,.NET,.NET,Docker,Docker,IntelliJ;Rider,IntelliJ;Rider,macOS,Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Notion;Stack Overflow for Teams,Notion;Stack Overflow for Teams,Microsoft Teams;Slack,Slack,Very unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Yes,Independent contributor,15
171,5 Masterï¿½ï,400,I am a developer by profession,"Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","School (i.e., University, College, etc)",,,48,45,"Developer, back-end","1,000 to 4,999 employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",400000,Yearly,Java;Python;TypeScript,LISP;Python,Elasticsearch;PostgreSQL;Redis,Cassandra;CouchDB;DynamoDB;PostgreSQL,AWS,AWS,Django;FastAPI;Node.js,Django;FastAPI,,,Docker;Homebrew;Kubernetes;npm;Terraform,Kubernetes;Terraform,Emacs,Emacs;IPython/Jupyter,macOS,macOS,Git,Code editor;Command-line,,,Confluence,,Slack;Zoom,Zoom,Very unfavorable,Stack Overflow,Daily or almost daily,Not sure/can't remember,,"No, not really",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",No,,
172,4 Bachelorï¿½ï,130,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;Coding sessions (live or recorded),,4,Less than 1 year,"Developer, embedded applications or devices",I donï¿½ï¿½ï¿½,I have some influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",130000,Yearly,Bash/Shell;C;Python,C;C#;Python;Swift,,,AWS,,,,NumPy,,Docker;Unity 3D,Unity 3D,Android Studio;Notepad++;PyCharm;Vim;Visual Studio Code,Notepad++;Vim;Visual Studio Code;Xcode,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows,Git,Command-line,,,Jira Work Management,Jira Work Management,Microsoft Teams,Slack,Unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,No,,"No, not at all",18-24 years old,Woman,No,Gay or Lesbian,Asian,None of the above,None of the above,No,,
183,5 Masterï¿½ï,200,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos;Interactive tutorial,,25,15,Other (please specify):,500 to 999 employees,I have some influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",200000,Yearly,C;C#;C++;Fortran;Java;Objective-C;Swift;VBA,HTML/CSS;JavaScript;Python;SQL;TypeScript,Cassandra;Couchbase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,Couchbase;PostgreSQL,AWS;Google Cloud;Microsoft Azure,Google Cloud;Oracle Cloud Infrastructure,Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;Node.js;React.js,Express;Flask;Node.js;React.js,.NET;NumPy;Pandas,.NET;Apache Kafka;Apache Spark;Electron,Docker;Homebrew;Kubernetes;npm,Docker;Kubernetes;npm,Android Studio;Atom;Eclipse;Notepad++;PyCharm;Sublime Text;Xcode,Visual Studio;Visual Studio Code,macOS,Linux-based;macOS;Windows,Git,Code editor;Command-line,,,,,Google Chat;Microsoft Teams;Slack;Zoom,Slack,Unfavorable,Stack Overflow,A few times per month or weekly,No,,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
193,4 Bachelorï¿½ï,110,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Written Tutorials;Online books;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses",,14,3,"Engineer, data;Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",110000,Yearly,Clojure;Java;Rust,Clojure;Julia;Rust,MongoDB;MySQL;PostgreSQL;Redis,PostgreSQL;Redis,AWS;DigitalOcean,AWS;DigitalOcean,Angular;React.js,React.js,Apache Kafka;Spring,Apache Kafka,Docker;Terraform,Docker;Terraform,Emacs;Vim,Emacs;Vim,Linux-based,Linux-based,Git,Code editor,,,Confluence;Jira Work Management,,Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,3
