,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,t_dat,customer_id,price,sales_channel_id,month,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,age_group,age_group_order,age_group_order_rev,price_int,age_rev
3163341,84763,816832,carly v-neck(1),252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Jumper in a soft, fine, airy knit with a V-neck and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and short slits in the sides. Slightly longer at the back.",2020-07-14,176598,0.0213389830508474,2,7,1.0,1.0,ACTIVE,Regularly,25.0,63b0a33c99532ff66ac21cb493a0cd586aec369d30a0885716fff795bf52178d,25-34,25.0,15.0,21,16
3996744,71864,765773,James blouse,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,Top in a crêpe weave with adjustable spaghetti shoulder straps.,2020-07-21,679245,0.0152372881355932,2,7,0.0,,ACTIVE,NONE,33.0,cd23a270a64023712b9f338c6ceb5c6646f4b85b18d28ce7bb8f04dfd7ec8e56,25-34,33.0,7.0,15,8
349480,86331,823436,Lovegood horsebit waist,67,Belt,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Waist belt with decorative metal buckles at the front and elastication with a metal fastener. at the back.,2020-05-06,257584,0.0271016949152542,1,5,1.0,1.0,ACTIVE,Regularly,28.0,5222d7888d7bcf6d1a050a9ca73b010c65bd9b61f62a542244110b8b45b15ecf,25-34,28.0,12.0,27,13
399932,598,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels.",2020-06-22,1063214,0.0166440677966101,2,6,1.0,1.0,ACTIVE,Regularly,26.0,515bdbf18d8a649fb589c16cec4bb49427beabba4988aa2608f281519b0abd08,25-34,26.0,14.0,16,15
3491079,57643,717490,Cat Tee.,255,T-shirt,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,T-shirt in soft jersey.,2020-07-02,767774,0.008457627118644,1,7,1.0,,ACTIVE,Regularly,32.0,a4e91d2f76350656baa5af55994cfc109e97334e28b2cf19ff9ed4174c022708,25-34,32.0,8.0,8,9
709669,10649,542413,Mama 20 den 2p Tights concious,304,Underwear Tights,Socks & Tights,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Semi shiny tights with extra room for a growing tummy. Reinforced at the top. 20 denier.,2020-07-11,1356489,0.0122542372881355,1,7,0.0,,ACTIVE,NONE,32.0,c17666f4dd7443de47b79927fe3e1d105a2956f98df5ad1f5d3179bb6e1a622f,25-34,32.0,8.0,12,9
1966640,86084,822311,Venice wide side thong,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Thong briefs in lace with a low waist and lined gusset.,2020-05-05,1163476,0.0135423728813559,2,5,0.0,,ACTIVE,NONE,29.0,a3ad774ef560caee1a720ea8eb87ec16e17211380f6e1177f55ff3d6d7cf1bfb,25-34,29.0,11.0,13,12
893604,75216,780297,Charlotte bralette laguna opt2,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bralette in lace with padded cups that shape the bust and provide good support. Wide lace-covered shoulder straps and a wide lace trim at the hem. No fasteners.",2020-06-26,315027,0.020322033898305,2,6,1.0,1.0,ACTIVE,Regularly,29.0,7faffb6d4cb437ad454c5ccb796a12fd04bf2dacc6bd9009cbf08cd6a8ed955c,25-34,29.0,11.0,20,12
2785503,87348,827370,Sandrine,252,Sweater,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric made from a cotton blend with dropped shoulders, long sleeves and wide ribbing around the neckline, cuffs and hem.",2020-05-26,785007,0.0254067796610169,1,5,0.0,,ACTIVE,NONE,33.0,e5c905a5f6f3f6489c4a3d860099f49faf19a0d3d1337757d674a79756deb551,25-34,33.0,7.0,25,8
820173,1723,372860,Basic 7p Shaftless,302,Socks,Socks & Tights,1010010,Melange,71,Light Blue,1,Dusty Light,2,Blue,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend.,2020-05-22,617816,0.0135423728813559,1,5,0.0,,ACTIVE,NONE,29.0,e368585cf9fc1cb3dfd9c78e61ddd726ca12c58665ae09ade1ed85a60f968da3,25-34,29.0,11.0,13,12
3202346,91123,846713,Cap John Application,69,Cap/peaked,Accessories,1010007,Embroidery,61,Light Purple,3,Light,6,Lilac Purple,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Cap in cotton twill with an embroidered detail on the front and an adjustable strap with a metal fastening at the back.,2020-06-20,1098404,0.0124745762711864,2,6,1.0,1.0,ACTIVE,Regularly,27.0,b0310642a918f78c07ad4ab424b707c0896defc7551478dab560ff47b0ea8ac4,25-34,27.0,13.0,12,14
102763,94483,862821,Madeira mesh tank,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sleeveless sports top in fast-drying functional fabric with ventilating mesh sections and a racer back. Rounded and slightly longer at the back.,2020-06-27,1310860,0.024864406779661,2,6,1.0,1.0,ACTIVE,Regularly,34.0,bcec30d7883cb32a8e370319e96467cafc92a70e038a1a362772620e4ba2a6f2,25-34,34.0,6.0,24,7
3050831,97668,875287,Juanos.,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted, long-sleeved top in ribbed jersey with a slight sheen. Deep, lace-trimmed V-neck front and back.",2020-07-03,11369,0.0118474576271186,2,7,0.0,,ACTIVE,NONE,39.0,8ef8f029493e58a12aba35b25b753416e663f6f923d7843e6af240080bbdbf64,35-44,39.0,1.0,11,2
3242566,94390,862272,Robot blazer,264,Blazer,Garment Upper body,1010026,Other structure,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in woven fabric with notch lapels and 3/4-length sleeves with sewn-in turn-ups that have decorative metal buttons. Jetted front pockets, and a single back vent. No fasteners. Lined.",2020-06-19,577034,0.061,1,6,1.0,1.0,ACTIVE,Regularly,27.0,3b90db8e4aafd5e594bb408d00bfcc4e5353e95fce86de506b0e5f770597ffe1,25-34,27.0,13.0,61,14
1107201,101168,894756,Ilse padded softbra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with adjustable shoulder straps, jersey-lined cups with removable inserts that shape the bust and provide good support, and a wide hem. No fasteners.",2020-07-24,989912,0.0220169491525423,1,7,1.0,1.0,ACTIVE,Regularly,38.0,18e96425fc8bc993d50755c95b4844f2df29cdffaaa8dc6c086cc32b42359dda,35-44,38.0,2.0,22,3
3537519,98332,878740,Chablis skirt,275,Skirt,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in woven fabric with a slight sheen. High waist with wide smocking to create a fitted style at the top and wide style to the hem. Unlined.,2020-06-29,1203010,0.0220169491525423,2,6,1.0,1.0,ACTIVE,Regularly,30.0,383b87a318d732d78284b9a6b15e8357075e69587d5f5a940a136713d9382c9f,25-34,30.0,10.0,22,11
748678,28948,624443,ALGOT body LS 2pack,256,Bodysuit,Garment Upper body,1010017,Stripe,7,Grey,1,Dusty Light,12,Grey,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Wrapover bodysuits in soft organic cotton jersey with long sleeves and press-studs at the side and crotch.,2020-05-25,1316118,0.0169322033898305,1,5,0.0,,ACTIVE,NONE,30.0,7aabcb7db911ad3046eff2854935ef0751b834cd6eb4df67dc05db331652766e,25-34,30.0,10.0,16,11
3047885,90545,843685,Hope,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Straight-style T-shirt in lightweight sweatshirt fabric. Round neckline with a wide, ribbed trim, a visible seam down the back and short slits in the sides of the hem.",2020-05-19,1195661,0.0169322033898305,1,5,0.0,,ACTIVE,NONE,26.0,ec7fd8ac8a0ca163260595e91acf1240d1cccf6ba9b63eeeb617451d8db7e1b1,25-34,26.0,14.0,16,15
395120,99422,884431,Tummy control shortie,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping shortie briefs in jersey with a firm sculpting effect on the waist. High waist, lined gusset and full coverage at the back. The briefs are designed with the minimum number of seams for a seamless, comfortable feel against the skin and minimal visibility under clothes.",2020-07-15,211850,0.0169322033898305,2,7,0.0,,ACTIVE,NONE,33.0,966c2259c120607f3c924c47948a6adc163cd281596d34d5510e0a5e343e76e5,25-34,33.0,7.0,16,8
3019523,59533,723874,Marielle sandalette,92,Heeled sandals,Shoes,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals with narrow straps, covered block heels and elasticated ankle straps. Imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 5.5 cm.",2020-06-19,1172914,0.0220169491525423,2,6,0.0,,ACTIVE,NONE,27.0,3cf76827ec485f108a695b1074cc2f7f867b104bbc98c19360acc4581f0e7bbb,25-34,27.0,13.0,22,14
199687,67910,752689,Fred shorties 5-p,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back.",2020-05-19,997556,0.0152372881355932,2,5,0.0,,ACTIVE,NONE,32.0,39248f7b79756d0e476de5928a999c38523fb51083c7e0cd4edf0f33eafff251,25-34,32.0,8.0,15,9
1104221,38186,656763,Kajsa HW,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with a high, elasticated paper bag waist and detachable tie belt. Side pockets, fly with a concealed zip, and short, wide legs.",2020-06-09,27157,0.0129491525423728,1,6,1.0,1.0,ACTIVE,Regularly,25.0,47daa567cf08241bf9645e4524047ead7e89e57e5a6e8ec18a7967bd569314d6,25-34,25.0,15.0,12,16
4049590,86249,823165,Ginger Highwaist,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with lacing at the sides, high-cut legs and a high cut at the back.",2020-06-22,11072,0.022864406779661,2,6,0.0,,ACTIVE,NONE,37.0,6763d853e865279d55d26fedc6c791932fc4b5068df0a79c5b31bfd9d06dd997,35-44,37.0,3.0,22,4
1115510,88291,832331,Wowcha HR Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,33,Dark Orange,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a high waist, high-cut legs and cutaway coverage at the back.",2020-06-26,950862,0.008457627118644,1,6,1.0,1.0,ACTIVE,Regularly,25.0,81cbf38fd02d81adc84f25d00d39ca6c79472863e9e5bdd2c0dda6ec14bba717,25-34,25.0,15.0,8,16
4225246,83374,811907,Sporty spice top,298,Bikini top,Swimwear,1010026,Other structure,10,White,3,Light,-1,Unknown,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini top with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps and covered elastication at the hem. No fasteners.",2020-06-17,851315,0.0182881355932203,2,6,0.0,,ACTIVE,NONE,28.0,4bd95e70399c389dea09add9af85609893d58991a4a6649478b7e49260a82c10,25-34,28.0,12.0,18,13
96902,3511,456163,Woody(1),308,Hoodie,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.",2020-06-04,822078,0.0338813559322033,1,6,1.0,1.0,ACTIVE,Regularly,40.0,9bc23b60808732b96b87a68c040a10081f2c44f087baa65f10152c39a3880894,35-44,40.0,0.0,33,1
1110495,82369,808357,Ladylike Blouse,258,Blouse,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Blouse in an airy weave with a smocked stand-up collar with a small frill trim, and an opening with covered buttons at the back of the neck. Long sleeves with smocking and a small frill trim at the cuffs, and narrow ties under the bust. Unlined.",2020-06-09,1210055,0.0491694915254237,2,6,0.0,,ACTIVE,NONE,34.0,48796894e86b6e8b8d11977cd16e108b514e787e8173210666d36562aaeafc14,25-34,34.0,6.0,49,7
1033571,96269,869691,Odd smock HR cheeky brief,59,Swimwear bottom,Swimwear,1010026,Other structure,10,White,3,Light,-1,Unknown,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms in smocked fabric with overlocked, frilled edges. High waist and cutaway coverage at the back.",2020-05-12,378974,0.0187118644067796,2,5,0.0,,ACTIVE,NONE,25.0,c36410db7ba0327ec524aff9ab02843e84c39cd9d0d125fd661fda82c81f7670,25-34,25.0,15.0,18,16
2201595,91582,850244,Emily,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short top in an airy cotton weave. Square neckline with a narrow elastication, short, elasticated puff sleeves and elasticated hem.",2020-07-02,589102,0.0143898305084745,1,7,0.0,,ACTIVE,NONE,27.0,66f48de8b07038cb4fd2072dcf235dc89102eeff8792d0641542f33568a6b425,25-34,27.0,13.0,14,14
700855,69434,757303,Honey seamless bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility.",2020-07-10,861596,0.0274406779661017,1,7,0.0,,ACTIVE,NONE,26.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,25-34,26.0,14.0,27,15
722234,3946,470789,OP Brazilian 2p Low (Acacia),286,Underwear bottom,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre Brazilian briefs with laser-cut edges, a low waist, lined gusset, wide sides and half-string back.",2020-07-26,1272524,0.0152372881355932,1,7,0.0,,ACTIVE,NONE,33.0,3441d8ad90922702bc96a43e1f25f70d61867295f3a88b0d3c40e03643fbf901,25-34,33.0,7.0,15,8
3749973,93652,859139,Texas linen,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in airy linen with a turn-down collar, buttons down the front and a yoke with a pleat at the back. Open chest pocket, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back.",2020-06-08,919209,0.041,2,6,1.0,1.0,ACTIVE,Regularly,30.0,f5222d27d30ccda626803747eebb1ad8b7be7ca9cb351d6411fb842dd5569a14,25-34,30.0,10.0,41,11
3554121,98742,880707,Vida lace dress,265,Dress,Garment Full body,1010021,Lace,22,Yellow,1,Dusty Light,8,Yellow,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Calf-length dress in lace with scalloped, V-shaped flounces front and back. High collar, covered buttons and an opening at the back of the neck, short, scalloped sleeves and a concealed zip at the back. V-shaped, gathered seam at the waist and a flared, scallop-hemmed skirt. V-neck underdress in woven fabric with narrow, adjustable shoulder straps. The polyamide content of the dress’s outer layer is recycled.",2020-06-25,307919,0.0677796610169491,2,6,1.0,1.0,ACTIVE,Regularly,31.0,bfdac806b81b3fe74b0658c2b237f42c38a9ae6f078d29768feba10080917108,25-34,31.0,9.0,67,10
1983835,51125,698286,Baby Lock Me Up Push Triangle,298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with frilled trims and moulded, padded cups for a larger bust and fuller cleavage. Ties at the back and back of the neck with round, flat pendants.",2020-05-10,691425,0.021593220338983,2,5,0.0,,ACTIVE,NONE,26.0,3e8e6d908433759ae517387454242e779cf9645024441af4f764304e06cdb835,25-34,26.0,14.0,21,15
4032759,89945,840604,Roxanna,258,Blouse,Garment Upper body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a round neckline, opening and concealed button at the back of the neck and short sleeves with gathered elastication to create a puff effect.",2020-06-18,648836,0.0137118644067796,2,6,1.0,1.0,ACTIVE,Regularly,40.0,9e72cf74d5a869a95677c5b03fcca579b04347c221ced7d9ef5e1acdb8694a67,35-44,40.0,0.0,13,1
1989561,97884,876240,Marcela LL Cropped PJ (W),297,Pyjama set,Nightwear,1010016,Solid,81,Light Turquoise,1,Dusty Light,7,Turquoise,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas with a cami top and pair of calf-length bottoms in softly draping satin. Top with a deep, drawstring neckline and narrow, adjustable shoulder straps. Bottoms with a regular waist with covered elastication, a small frill trim at the top and wide, straight legs.",2020-07-28,1368357,0.0408135593220338,2,7,1.0,1.0,ACTIVE,Regularly,27.0,8e1913e675039b675f16f470afe6f0a89298b0ed1b41d97caa37e19cf4eb774b,25-34,27.0,13.0,40,14
3421901,92503,854020,Cissi HW TRS,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1649,Trousers DS,D,Divided,2,Divided,58,Divided Selected,1009,Trousers,"Chinos in cotton twill with a soft, brushed finish. High waist with a detachable fabric belt, zip fly and button, side pockets, a fake welt back pocket and slightly wider, tapered legs.",2020-06-18,1249037,0.0338813559322033,1,6,1.0,1.0,ACTIVE,Regularly,33.0,fd888657bbaddca72be48461532c0844af620b86d42ef659b8d850a2d4ce8ef6,25-34,33.0,7.0,33,8
3395627,96768,871520,Acacia,253,Vest top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,Sleeveless top in woven fabric with a slight sheen. Wide shoulder straps and a V-neck front and back with a raw-edge lace trim .,2020-06-17,1211569,0.0304915254237288,2,6,1.0,1.0,ACTIVE,Regularly,34.0,171728a5595184e3651ebc439950c1c39f44d0f0f4347e50939204124214482c,25-34,34.0,6.0,30,7
433290,92544,854222,Romy playsuit,272,Trousers,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"V-neck playsuit in satin with a slight sheen. Opening and button at the back of the neck, cap sleeves and a seam at the waist with covered elastication at the back and a detachable soft belt with metal D-rings. Side pockets and wide legs with pleats at the top. Unlined.",2020-06-12,658729,0.0677796610169491,2,6,0.0,,ACTIVE,NONE,31.0,07d3f3f5d5b0dbce8ca80a8c30639f7fdac4279e4cc650d6e57835e7001cc9f4,25-34,31.0,9.0,67,10
2604077,22658,599580,Timeless Midrise Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and medium coverage at the back.,2020-06-19,45787,0.0169322033898305,1,6,0.0,,ACTIVE,NONE,35.0,10358d942bea417617469ac0eae9cf1fad4319e21fc4f8412aa8aa476107994e,35-44,35.0,5.0,16,6
7568,92356,853510,Lindsey espadrille,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Trainers with lacing at the front and platform soles covered in braided jute. Canvas insoles and fluted soles. Platform approx. 4 cm.,2020-06-02,261415,0.0508305084745762,2,6,0.0,,ACTIVE,NONE,31.0,578391a2c5bd60d84f2cd30739a8fb29c428a6405989577d10fbd36ab936871e,25-34,31.0,9.0,50,10
3018677,103727,914960,Mallow dresss,265,Dress,Garment Full body,1010016,Solid,32,Orange,7,Medium,3,Orange,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Long, sleeveless dress in softly draping satin. Narrow cut at the top with pleats and short shoulder straps. Small opening at the front with a button at the top, a narrow tie belt at the waist and slits in the sides. Lined. The polyester content of the outer fabric of the dress is partly recycled.",2020-07-29,185857,0.0522372881355932,2,7,1.0,1.0,ACTIVE,Regularly,30.0,cfe5fd63dd699a73d629a5d70061ab77023cdbf8b09dc134968459b7d5afdd5c,25-34,30.0,10.0,52,11
82860,88542,833493,Gold Coast Cheeky Tanga,59,Swimwear bottom,Swimwear,1010001,All over pattern,10,White,3,Light,-1,Unknown,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, jacquard-patterned bikini bottoms with a low waist and cutaway coverage at the back.",2020-05-20,828492,0.0169322033898305,1,5,1.0,1.0,ACTIVE,Regularly,28.0,d41e814d45c434c9fc64143ce6f3edc4ea5b74eb9499248097551ddbf7f3d0d0,25-34,28.0,12.0,16,13
2340363,89173,836551,Dani Sandal,91,Sandals,Shoes,1010016,Solid,3,Silver,3,Light,15,Metal,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals with narrow straps at the front, a heel strap and fluted soles.",2020-06-05,587395,0.0071864406779661,1,6,1.0,1.0,ACTIVE,Regularly,34.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,25-34,34.0,6.0,7,7
3660314,91832,851374,Karin mid support bra,254,Top,Garment Upper body,1010016,Solid,22,Yellow,5,Bright,8,Yellow,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back and wide elastic hem. Medium support.",2020-06-19,1250453,0.0198135593220338,1,6,1.0,1.0,ACTIVE,Regularly,36.0,2298c718e5887b94ad5966526842afc67def1e14d803ae816bd1258f472901c2,35-44,36.0,4.0,19,5
246536,96392,870345,Minnie Dress,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short, A-line dress in a woven fabric with a round neckline and an opening with a button at the back of the neck. Short, flounce-trimmed sleeves and laser-cut, hole-patterned scalloped edges around the sleeves and hem. Unlined.",2020-07-11,1150572,0.0338813559322033,2,7,1.0,1.0,ACTIVE,Regularly,27.0,9a2a14dadba95bb63fbe06b65ecd523a9f59d304099abe0a3ed119d40a58cdaf,25-34,27.0,13.0,33,14
3375727,71035,762600,COZY DORRI TOP,252,Sweater,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"T-shirt in soft jersey with a lightly brushed finish. Straight, relaxed fit with dropped shoulders.",2020-06-06,1069063,0.0299830508474576,2,6,0.0,,ACTIVE,NONE,33.0,ec5a0d98f774a56b510aa3dc1d0aa0265f798758f2628c3e07124440f7a9e936,25-34,33.0,7.0,29,8
3415024,88117,831555,PATSY BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a crisp weave. Open section at the back with ties at the back of the neck and middle of the back. Half-length puff sleeves with narrow elastication at the hems, and a seam at the waist with a peplum.",2020-06-04,262024,0.0304915254237288,2,6,1.0,1.0,ACTIVE,Regularly,27.0,6d9f4481782b75ec1bbdc69e7da40c2d9b43960771004965e8813dbba4ddade8,25-34,27.0,13.0,30,14
1273628,94602,863477,Palermo Braziian Aster 2pkt,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in ribbed microfibre with a mid waist, lined gusset and high cut at the back.",2020-06-25,242543,0.0169322033898305,1,6,0.0,,ACTIVE,NONE,31.0,a79f4340bf381ba96fe024826f2acea464a262b923928b3f56de72792af02ef4,25-34,31.0,9.0,16,10
1619999,91275,848523,Harley plisse skirt,275,Skirt,Garment Lower body,1010005,Colour blocking,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Pleated, calf-length skirt in woven fabric with a high, elasticated waist. Unlined.",2020-06-23,679808,0.0266779661016949,1,6,1.0,1.0,ACTIVE,Regularly,29.0,971b4426ef42be7b651a5bbaa003b49e5246cb627eb48fed5f518a3a0b495da1,25-34,29.0,11.0,26,12
