,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,year_range_built,year_range_built_numeric,year_range_built3,property_value_$1K,year_range2,year_range2_rev
409346,11299245,1.0,,,3.0,5.0,,4.0,3.0,,,3293.0,3293.0,,,,,6037.0,,3.0,,,,2.0,34686493.0,-118099964.0,8757.0,,,,,,0100,261.0,LRR7000,60379005.062006,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2006.0,,,156702.0,208935.0,2015.0,52233.0,3519.65,0,,60379005062006.0,2005-2009,4,2003-2006,208.0,2005-2007,2 2005-2007
352821,12596650,1.0,,,3.0,4.0,,1.0,3.0,,,2555.0,2555.0,,,,,6037.0,,3.0,,,,2.0,33840250.0,-118335700.0,166496.0,,,,,,010C,266.0,TOPR-LM,60376504.011013,54722.0,3101.0,,96161.0,0.0,,,,1.0,,,2007.0,,,363000.0,831000.0,2015.0,468000.0,9451.87,0,,60376504011013.0,2005-2009,4,2006-2009,831.0,2005-2007,2 2005-2007
409569,17113134,,,,2.5,3.0,,,2.5,,775.0,1587.0,1587.0,,,775.0,,6111.0,,2.0,2.0,0.0,,,34249529.0,-119174163.0,,,,,,,1129,266.0,,61110050.041078,13150.0,2061.0,,97107.0,5.0,,1.0,,,,,2009.0,2.0,,135863.0,271726.0,2015.0,135863.0,7148.76,0,,61110050041078.0,2005-2009,4,2006-2009,271.0,2007-2009,1 2007-2009
138657,13057201,1.0,,,3.0,4.0,,4.0,3.0,,,3477.0,3477.0,,,,,6037.0,,3.0,,,,2.0,34164885.0,-117904808.0,7021.0,,,,,,0100,261.0,AZRA,60374006.031004,,3101.0,,96464.0,0.0,,,,1.0,,,2003.0,,,429000.0,753000.0,2015.0,324000.0,11154.9,0,,60374006031004.0,2000-2004,3,2000-2003,753.0,2001-2003,4 2001-2003
170452,17217351,,,,2.5,3.0,,,2.5,,954.0,1929.0,1929.0,,,954.0,,6111.0,1.0,2.0,2.0,0.0,,,34218795.0,-118814822.0,,,,,,,1129,266.0,,61110075.102,34278.0,2061.0,,96385.0,7.0,,1.0,,,,,1998.0,2.0,,230835.0,384719.0,2015.0,153884.0,4113.78,0,,61110075102000.0,1995-1999,2,1997-2000,384.0,1997-1999,6 1997-1999
408156,14207424,,,,4.5,4.0,,,4.5,,,3644.0,3644.0,,,,,6059.0,,4.0,2.0,658.0,,,33872165.0,-117776373.0,12902.0,,,,,,122,261.0,,60590218.303012,21412.0,1286.0,,97079.0,0.0,,1.0,,,,,2002.0,,,566806.0,868611.0,2015.0,301805.0,10771.14,0,,60590218303012.0,2000-2004,3,2000-2003,868.0,2001-2003,4 2001-2003
509791,11248863,1.0,,,2.0,3.0,,4.0,2.0,,,1591.0,1591.0,,,,,6037.0,,2.0,,,,2.0,34630598.0,-117834426.0,37664.0,,,,,,0100,261.0,LCRA30000*,60379001.031033,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2006.0,,,102800.0,137000.0,2015.0,34200.0,2013.86,0,,60379001031033.0,2005-2009,4,2003-2006,137.0,2005-2007,2 2005-2007
225268,13844862,,,,5.0,4.0,,,5.0,,,2894.0,2894.0,,,,,6059.0,,5.0,1.0,165.0,,,33733783.0,-117870511.0,8250.0,1.0,,,,1.0,122,261.0,,60590746.015003,47568.0,1286.0,268602.0,97007.0,6.0,,,,,,,2003.0,1.0,,250308.0,458417.0,2015.0,208109.0,5540.8,0,,60590746015003.0,2000-2004,3,2000-2003,458.0,2001-2003,4 2001-2003
95666,11492802,,,,3.0,4.0,,4.0,3.0,,,2602.0,2602.0,,,,,6037.0,,3.0,,,,2.0,33863131.0,-118362687.0,5000.0,,,,,,0100,261.0,RBR-1,60376206.023005,33612.0,3101.0,,96124.0,0.0,,,,1.0,,,2009.0,,,436387.0,752292.0,2015.0,315905.0,9319.4,0,,60376206023005.0,2005-2009,4,2006-2009,752.0,2007-2009,1 2007-2009
56303,12891046,1.0,,,3.0,4.0,,7.0,3.0,,,1638.0,1638.0,,,,,6037.0,,3.0,,,,2.0,34071593.0,-117769499.0,41194.0,,,,,,010D,269.0,POR3,60374023.011005,20008.0,3101.0,,96508.0,0.0,,,,1.0,,,2005.0,,,120500.0,340000.0,2015.0,219500.0,4644.15,0,,60374023011005.0,2005-2009,4,2003-2006,340.0,2003-2005,3 2003-2005
503774,12001734,1.0,,,3.0,2.0,,1.0,3.0,,,1830.0,1830.0,,,,,6037.0,,3.0,,,,2.0,34093500.0,-118360000.0,,1.0,,,,1.0,010C,266.0,WDR3C*,60377001.012002,48424.0,3101.0,,96027.0,0.0,,,,1.0,,,2009.0,,,344212.0,714220.0,2015.0,370008.0,8928.27,0,,60377001012002.0,2005-2009,4,2006-2009,714.0,2007-2009,1 2007-2009
129254,14598764,,,,3.0,3.0,,,3.0,,,1927.0,1927.0,,,,,6059.0,,3.0,2.0,0.0,,,33773304.0,-117986567.0,,,,,,,1,266.0,,60590888.014003,24832.0,1286.0,,97051.0,0.0,,,,,,,2008.0,,,299044.0,409841.0,2015.0,110797.0,5190.5,0,,60590888014003.0,2005-2009,4,2006-2009,409.0,2007-2009,1 2007-2009
330393,14666236,,,,2.5,2.0,,,2.5,,,2923.0,2923.0,,,,,6059.0,,2.0,2.0,0.0,,,33516588.0,-117757418.0,,,,,,,1,266.0,,60590626.324028,52842.0,1286.0,,96969.0,0.0,,1.0,,,,,2002.0,,,457421.0,3615278.0,2015.0,3157857.0,38806.68,0,,60590626324028.0,2000-2004,3,2000-2003,3615.0,2001-2003,4 2001-2003
481242,17235618,,,,4.5,4.0,,,4.5,,2340.0,4502.0,4502.0,,,2340.0,,6111.0,3.0,4.0,2.0,701.0,,,34297942.0,-118755034.0,9113.0,,,,,,1111,261.0,,61110079.031005,27110.0,2061.0,,97118.0,10.0,,1.0,,,,,2006.0,2.0,,306000.0,875000.0,2015.0,569000.0,9723.92,0,,61110079031005.0,2005-2009,4,2003-2006,875.0,2005-2007,2 2005-2007
63575,11118458,1.0,,,3.0,5.0,,4.0,3.0,,,2968.0,2968.0,,,,,6037.0,,3.0,,,,2.0,34439011.0,-118543629.0,5871.0,,,,,,010D,269.0,SCUR1,60379201.123002,54311.0,3101.0,48200.0,96377.0,0.0,,,,1.0,,,1996.0,,,272800.0,691000.0,2015.0,418200.0,9651.65,0,,60379201123002.0,1995-1999,2,1994-1997,691.0,1995-1997,7 1995-1997
340898,11148843,1.0,,,2.0,3.0,,4.0,2.0,,,2036.0,2036.0,,,,,6037.0,,2.0,,,,2.0,34426994.0,-118438302.0,7768.0,,,,,,0100,261.0,SCUR1,60379200.401009,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,1996.0,,,182976.0,281054.0,2015.0,98078.0,3906.35,0,,60379200401009.0,1995-1999,2,1994-1997,281.0,1995-1997,7 1995-1997
277661,17308872,,,,0.0,0.0,,,,,,1368.0,,1368.0,,,,6111.0,,,,,,,34194790.0,-118958039.0,,,,,,,1118,263.0,,61110058.021005,34278.0,2061.0,46736.0,96351.0,0.0,,,,,,,2002.0,,,35400.0,35400.0,2015.0,,296.72,0,,61110058021004.0,2000-2004,3,2000-2003,35.0,2001-2003,4 2001-2003
141137,14506689,,,,3.0,5.0,,,3.0,,,3194.0,3194.0,,,,,6059.0,,3.0,2.0,555.0,,,33661913.0,-117633795.0,4760.0,,,,,,122,261.0,,60590320.491041,12773.0,1286.0,,96996.0,0.0,,,,,,,2000.0,,,529376.0,824000.0,2015.0,294624.0,8297.14,0,,60590320491041.0,2000-2004,3,1997-2000,824.0,1999-2001,5 1999-2001
303769,13003029,1.0,,,3.0,4.0,,4.0,3.0,,,2101.0,2101.0,,,,,6037.0,,3.0,,,,2.0,34064016.0,-118044809.0,3155.0,,,,,,010D,269.0,EMR3YY,60374332.004025,51861.0,3101.0,,96480.0,0.0,,,,1.0,,,2006.0,,,194900.0,537000.0,2015.0,342100.0,8631.12,0,,60374332004025.0,2005-2009,4,2003-2006,537.0,2005-2007,2 2005-2007
220543,13008702,1.0,,,6.0,5.0,,1.0,6.0,,,3520.0,3520.0,,,,,6037.0,,6.0,,,,2.0,34098400.0,-118051905.0,,,,,,,0100,261.0,TCR1*,60374321.021001,14111.0,3101.0,,96517.0,0.0,,,,1.0,,,2009.0,,,601456.0,1245874.0,2015.0,644418.0,14599.23,0,,60374321021001.0,2005-2009,4,2006-2009,1245.0,2007-2009,1 2007-2009
128877,11651498,1.0,,,8.0,6.0,,12.0,8.0,,,6735.0,6735.0,,,,,6037.0,,8.0,,,,2.0,34117561.0,-118473155.0,18818.0,1.0,,,,1.0,0101,261.0,LARE15,60372622.001003,12447.0,3101.0,113688.0,96058.0,0.0,,,,1.0,,,2004.0,,,1484507.0,2906673.0,2015.0,1422166.0,35827.36,0,,60372622001003.0,2000-2004,3,2003-2006,2906.0,2003-2005,3 2003-2005
580065,11317282,1.0,,,2.0,4.0,,7.0,2.0,,,1952.0,1952.0,,,,,6037.0,,2.0,,,,2.0,34683692.0,-118241146.0,8135.0,,,,,,0100,261.0,LCA22*,60379012.051004,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1997.0,,,180331.0,225413.0,2015.0,45082.0,3615.01,0,,60379012051004.0,1995-1999,2,1994-1997,225.0,1995-1997,7 1995-1997
58396,14335694,,,,5.5,5.0,,,5.5,,,5727.0,5727.0,,,,,6059.0,,5.0,4.0,893.0,True,,33753493.0,-117776039.0,19471.0,1.0,,,1.0,,122,261.0,,60590756.064017,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,2000.0,,,1307588.0,3276873.0,2015.0,1969285.0,35667.16,0,,60590756064016.0,2000-2004,3,1997-2000,3276.0,1999-2001,5 1999-2001
500489,14717235,,,,1.5,1.0,,,1.5,,,1583.0,1583.0,,,,,6059.0,,1.0,2.0,0.0,,,33752691.0,-117857990.0,,,,,,,1,266.0,,60590744.052011,47568.0,1286.0,274343.0,97001.0,0.0,,1.0,,,,,2007.0,,,211713.0,261275.0,2015.0,49562.0,3301.78,0,,60590744052013.0,2005-2009,4,2006-2009,261.0,2005-2007,2 2005-2007
128585,10752478,1.0,,,3.0,4.0,,4.0,3.0,,,2765.0,2765.0,,,,,6037.0,,3.0,,,,2.0,34135265.0,-118709853.0,302397.0,,,,,,010D,269.0,LCRPD 1000,60378003.29302,37688.0,3101.0,,96336.0,0.0,,,,1.0,,,2001.0,,,430600.0,872000.0,2015.0,441400.0,10371.75,0,,60378003293020.0,2000-2004,3,2000-2003,872.0,1999-2001,5 1999-2001
572064,11120283,1.0,,,2.0,2.0,,4.0,2.0,,,1025.0,1025.0,,,,,6037.0,,2.0,,,,2.0,34431132.0,-118536403.0,158205.0,1.0,,,,1.0,010C,266.0,SCUR3,60379201.123009,54311.0,3101.0,6952.0,96377.0,0.0,,,,1.0,,,1999.0,,,171314.0,277668.0,2015.0,106354.0,4437.14,0,,60379201123009.0,1995-1999,2,1997-2000,277.0,1997-1999,6 1997-1999
577484,12942955,1.0,,,3.0,4.0,,4.0,3.0,,,1940.0,1940.0,,,,,6037.0,,3.0,,,,2.0,34052615.0,-117958036.0,3519.0,,,,,,010D,269.0,WCR1*,60374074.001014,14542.0,3101.0,,96523.0,0.0,,,,1.0,,,1997.0,,,243181.0,395258.0,2015.0,152077.0,4584.79,0,,60374074001014.0,1995-1999,2,1994-1997,395.0,1995-1997,7 1995-1997
289647,11299250,1.0,,,3.0,4.0,,4.0,3.0,,,3661.0,3661.0,,,,,6037.0,,3.0,,,,2.0,34688150.0,-118098955.0,6718.0,,,,,,0100,261.0,LRR7000,60379005.062003,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2006.0,,,190000.0,253000.0,2015.0,63000.0,4691.58,0,,60379005062003.0,2005-2009,4,2003-2006,253.0,2005-2007,2 2005-2007
440139,17178176,,,,3.0,3.0,,,3.0,,1113.0,2033.0,2033.0,,,1113.0,,6111.0,1.0,3.0,2.0,489.0,,,34212659.0,-119171159.0,4950.0,,,,,,1111,261.0,,61110031.002084,13150.0,2061.0,,97101.0,7.0,,,,,,,2001.0,2.0,,217883.0,363134.0,2015.0,145251.0,5137.78,0,,61110031002084.0,2000-2004,3,2000-2003,363.0,1999-2001,5 1999-2001
172462,14714918,,,,2.5,2.0,,,2.5,,,1604.0,1604.0,,,,,6059.0,,2.0,2.0,0.0,,,33573999.0,-117731119.0,,,,,,,34,266.0,,60590626.383028,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,2000.0,,,259073.0,546375.0,2015.0,287302.0,5818.18,0,,60590626383030.0,2000-2004,3,1997-2000,546.0,1999-2001,5 1999-2001
529531,11145625,1.0,,,3.0,3.0,,4.0,3.0,,,1660.0,1660.0,,,,,6037.0,,3.0,,,,2.0,34414593.0,-118486832.0,278943.0,,,,,,010D,269.0,SCUR2,60379200.301011,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1998.0,,,215224.0,354976.0,2015.0,139752.0,4966.32,0,,60379200301011.0,1995-1999,2,1997-2000,354.0,1997-1999,6 1997-1999
447022,14657019,,,,2.5,3.0,,,2.5,,,2066.0,2066.0,,,,,6059.0,,2.0,2.0,0.0,,,33694218.0,-117814183.0,,,,,,,1,266.0,,60590525.155001,52650.0,1286.0,275979.0,96943.0,0.0,,1.0,,,,,2006.0,,,288208.0,698686.0,2015.0,410478.0,10470.96,1,14.0,60590525155001.0,2005-2009,4,2003-2006,698.0,2005-2007,2 2005-2007
262794,12154334,1.0,,,3.0,4.0,,4.0,3.0,,,2278.0,2278.0,,,,,6037.0,,3.0,,,,2.0,34200588.0,-118199045.0,7454.0,,,,,,0100,261.0,LFR110000*,60374607.004004,46080.0,3101.0,,96271.0,0.0,,,,1.0,,,2002.0,,,607200.0,1519000.0,2015.0,911800.0,19288.01,0,,60374607004004.0,2000-2004,3,2000-2003,1519.0,2001-2003,4 2001-2003
285215,14274201,,,,2.5,3.0,,,2.5,,,2335.0,2335.0,,,,,6059.0,,2.0,2.0,441.0,,,33653337.0,-117936485.0,7350.0,1.0,,,,1.0,122,261.0,,60590638.034011,38032.0,1286.0,,96959.0,6.0,,1.0,,,,,2005.0,1.0,,302837.0,559587.0,2015.0,256750.0,6543.1,0,,60590638034011.0,2005-2009,4,2003-2006,559.0,2003-2005,3 2003-2005
241130,14290303,,,,2.5,3.0,,,2.5,,,1574.0,1574.0,,,,,6059.0,,2.0,1.0,399.0,,,33692296.0,-117806796.0,2808.0,,,,,,122,261.0,,60590525.151003,52650.0,1286.0,275979.0,96943.0,0.0,,1.0,,,,,1997.0,,,155639.0,398886.0,2015.0,243247.0,5157.48,0,,60590525151003.0,1995-1999,2,1994-1997,398.0,1995-1997,7 1995-1997
595636,11126489,1.0,,,2.0,3.0,,4.0,2.0,,,2634.0,2634.0,,,,,6037.0,,2.0,,,,2.0,34480437.0,-118454038.0,218588.0,,,,,,0100,261.0,LCA11*,60379200.261008,,3101.0,,96403.0,0.0,,,,1.0,,,2003.0,,,247504.0,516056.0,2015.0,268552.0,6623.06,0,,60379200261008.0,2000-2004,3,2000-2003,516.0,2001-2003,4 2001-2003
85067,10756197,1.0,,,6.0,5.0,,10.0,6.0,,,6797.0,6797.0,,,,,6037.0,,6.0,,,,2.0,34135454.0,-118681905.0,17224.0,1.0,,,,1.0,010D,269.0,,60378002.022029,37688.0,3101.0,763012.0,96337.0,0.0,,,,1.0,,,2006.0,,,1572357.0,2958163.0,2015.0,1385806.0,47685.45,0,,60378002022029.0,2005-2009,4,2003-2006,2958.0,2005-2007,2 2005-2007
368033,14184882,,,,3.0,4.0,,,3.0,,,3003.0,3003.0,,,,,6059.0,,3.0,2.0,614.0,,,33871949.0,-117840124.0,7398.0,,,,,,1,261.0,,60590218.21101,26531.0,1286.0,,97068.0,0.0,,,,,,,2004.0,,,323671.0,830000.0,2015.0,506329.0,9756.92,0,,60590218211010.0,2000-2004,3,2003-2006,830.0,2003-2005,3 2003-2005
242337,11026755,1.0,,,3.0,4.0,,4.0,3.0,,,1773.0,1773.0,,,,,6037.0,,3.0,,,,2.0,34242439.0,-118415690.0,3546.0,,,,,,010D,269.0,LARD3,60371048.22101,12447.0,3101.0,268002.0,96361.0,0.0,,,,1.0,,,2007.0,,,180046.0,286752.0,2015.0,106706.0,3659.76,0,,60371048221010.0,2005-2009,4,2006-2009,286.0,2005-2007,2 2005-2007
27680,14327742,,,,2.5,3.0,,,2.5,,,2659.0,2659.0,,,,,6059.0,,2.0,2.0,504.0,,,33605104.0,-117804062.0,5643.0,,,,,,1,261.0,,60590626.432003,40009.0,1286.0,,96975.0,0.0,,1.0,,,,,2005.0,,,631770.0,2192957.0,2015.0,1561187.0,26882.44,0,,60590626432003.0,2005-2009,4,2003-2006,2192.0,2003-2005,3 2003-2005
297479,12708533,,,,5.0,4.0,,10.0,5.0,,,3675.0,3675.0,,,,,6037.0,,5.0,,,,2.0,33757656.0,-118362067.0,24080.0,,,,,,0100,261.0,RPRS20000*,60376706.023,54053.0,3101.0,,96122.0,0.0,,,,1.0,,,1998.0,,,833292.0,2142968.0,2015.0,1309676.0,23993.72,0,,60376706023000.0,1995-1999,2,1997-2000,2142.0,1997-1999,6 1997-1999
585200,11324763,1.0,,,3.0,4.0,,4.0,3.0,,,3427.0,3427.0,,,,,6037.0,,3.0,,,,2.0,34561702.0,-118176640.0,8312.0,,,,,,0100,261.0,PDSP,60379102.061064,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2005.0,,,185267.0,247020.0,2015.0,61753.0,6384.54,0,,60379102061064.0,2005-2009,4,2003-2006,247.0,2003-2005,3 2003-2005
406431,11980305,1.0,,,2.0,3.0,,4.0,2.0,,,1480.0,1480.0,,,,,6037.0,,2.0,,,,2.0,34067900.0,-118286000.0,,,,,,,010C,266.0,LAR4,60372111.201001,12447.0,3101.0,276023.0,96001.0,0.0,,,,1.0,,,2008.0,,,266500.0,371010.0,2015.0,104510.0,4001.69,0,,60372111201001.0,2005-2009,4,2006-2009,371.0,2007-2009,1 2007-2009
453409,11944651,1.0,,,2.0,2.0,,,2.0,,,1540.0,1540.0,,,,,6037.0,,2.0,,,,2.0,34093800.0,-118281000.0,43940.0,,,,,,010C,266.0,LARD1.5,60371954.002002,12447.0,3101.0,268473.0,96010.0,0.0,,,,1.0,,,2007.0,,,490738.0,705032.0,2015.0,214294.0,8685.35,0,,60371954002002.0,2005-2009,4,2006-2009,705.0,2005-2007,2 2005-2007
122409,12794101,1.0,,,3.0,3.0,,4.0,3.0,,,1336.0,1336.0,,,,,6037.0,,3.0,,,,2.0,33935693.0,-118037902.0,234619.0,,,,,,010C,266.0,LCC4-P*,60375032.021013,118225.0,3101.0,,96172.0,0.0,,,,1.0,,,2000.0,,,113336.0,283342.0,2015.0,170006.0,3737.88,0,,60375032021013.0,2000-2004,3,1997-2000,283.0,1999-2001,5 1999-2001
552773,14501854,,,,2.5,4.0,,,2.5,,,2553.0,2553.0,,,,,6059.0,,2.0,2.0,454.0,True,,33647514.0,-117613627.0,5885.0,1.0,,,1.0,,122,261.0,,60590320.494008,15554.0,1286.0,,96993.0,0.0,,1.0,,,,,1996.0,,,309294.0,703562.0,2015.0,394268.0,10282.3,0,,60590320494008.0,1995-1999,2,1994-1997,703.0,1995-1997,7 1995-1997
38833,12228079,,,,4.0,8.0,,7.0,4.0,,,2944.0,,,2944.0,,,6037.0,,4.0,,,,,33942170.0,-118266263.0,5200.0,,,,,,0200,246.0,LAR2,60372406.002008,12447.0,3101.0,268496.0,95984.0,0.0,,,,2.0,,,2007.0,,,104510.0,308305.0,2015.0,203795.0,4201.53,0,,60372406002008.0,2005-2009,4,2006-2009,308.0,2005-2007,2 2005-2007
431184,11302428,1.0,,,3.0,4.0,,4.0,3.0,,,2441.0,2441.0,,,,,6037.0,,3.0,,,,2.0,34678287.0,-118073031.0,6631.0,,,,,,0100,261.0,LRR1,60379005.08102,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2006.0,,,128882.0,161100.0,2015.0,32218.0,2959.9,0,,60379005081020.0,2005-2009,4,2003-2006,161.0,2005-2007,2 2005-2007
87069,14363372,,,,2.5,3.0,,,2.5,,,1757.0,1757.0,,,,,6059.0,,2.0,2.0,438.0,,,33683785.0,-117658784.0,3800.0,,,,,,122,261.0,,60590524.271001,32380.0,1286.0,,96946.0,0.0,,1.0,,,,,1996.0,,,185568.0,646667.0,2015.0,461099.0,7550.9,0,,60590524271001.0,1995-1999,2,1994-1997,646.0,1995-1997,7 1995-1997
540901,14141155,,,,3.0,4.0,,,3.0,,,3066.0,3066.0,,,,,6059.0,,3.0,2.0,616.0,,,33897772.0,-117915916.0,4751.0,,,,,,1,261.0,,60590016.015006,24812.0,1286.0,,97043.0,0.0,,,,,,,2003.0,,,391955.0,693493.0,2015.0,301538.0,7897.38,0,,60590016015006.0,2000-2004,3,2000-2003,693.0,2001-2003,4 2001-2003
46748,11186827,1.0,,,3.0,7.0,,4.0,3.0,,,3219.0,3219.0,,,,,6037.0,,3.0,,,,2.0,34620582.0,-118202188.0,7607.0,,,,,,0100,261.0,PDSP,60379102.101005,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2004.0,,,300013.0,375015.0,2015.0,75002.0,6018.98,0,,60379102101005.0,2000-2004,3,2003-2006,375.0,2003-2005,3 2003-2005
363415,11423376,,,,3.0,3.0,,4.0,3.0,,,1407.0,1407.0,,,,,6037.0,,3.0,,,,2.0,33926693.0,-118337425.0,2272.0,,,,,,010D,269.0,HAR2,60376020.022002,42150.0,3101.0,,96107.0,0.0,,,,1.0,,,1996.0,,,150684.0,188346.0,2015.0,37662.0,2586.53,0,,60376020022002.0,1995-1999,2,1994-1997,188.0,1995-1997,7 1995-1997
109737,14167231,,,,3.5,4.0,,,3.5,,,3227.0,3227.0,,,,,6059.0,,3.0,2.0,605.0,,,33898725.0,-117841602.0,14843.0,,,,,,122,261.0,,60590117.182,21412.0,1286.0,,97078.0,0.0,,1.0,,,,,2000.0,,,507382.0,832373.0,2015.0,324991.0,9535.3,0,,60590117182000.0,2000-2004,3,1997-2000,832.0,1999-2001,5 1999-2001
253682,14066432,,,,3.0,4.0,,,3.0,,,1949.0,1949.0,,,,,6059.0,,3.0,2.0,441.0,,,33687292.0,-117995515.0,3330.0,,,,,,122,261.0,,60590994.134006,25218.0,1286.0,,96966.0,0.0,,,,,,,1998.0,,,256185.0,686000.0,2015.0,429815.0,7924.38,0,,60590994134006.0,1995-1999,2,1997-2000,686.0,1997-1999,6 1997-1999
286306,11115004,1.0,,,3.0,3.0,,4.0,3.0,,,2392.0,2392.0,,,,,6037.0,,3.0,,,,2.0,34457236.0,-118551287.0,3824.0,,,,,,0100,261.0,SCSP,60379201.091016,54311.0,3101.0,48200.0,96377.0,0.0,,,,1.0,,,2004.0,,,316603.0,466195.0,2015.0,149592.0,6765.2,0,,60379201091016.0,2000-2004,3,2003-2006,466.0,2003-2005,3 2003-2005
276987,14678895,,,,3.5,3.0,,,3.5,,,1573.0,1573.0,,,,,6059.0,,3.0,2.0,0.0,,,33704735.0,-117802943.0,,,,,,,1,266.0,,60590755.154142,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,2005.0,,,241971.0,516000.0,2015.0,274029.0,8796.06,0,,60590755154142.0,2005-2009,4,2003-2006,516.0,2003-2005,3 2003-2005
614989,11507670,,,,4.0,4.0,,10.0,4.0,,,3816.0,3816.0,,,,,6037.0,,4.0,,,,2.0,33883878.0,-118406331.0,2710.0,,,,,,0100,261.0,MNRS,60376209.044007,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,2004.0,,,139472.0,697390.0,2015.0,557918.0,8048.33,0,,60376209044007.0,2000-2004,3,2003-2006,697.0,2003-2005,3 2003-2005
615429,12956285,1.0,,,5.0,5.0,,1.0,5.0,,,4701.0,4701.0,,,,,6037.0,,5.0,,,,2.0,34045597.0,-117888013.0,24621.0,1.0,,,,1.0,0101,261.0,WCR140000&,60374080.051007,14542.0,3101.0,,96524.0,0.0,,,,1.0,,,2001.0,,,707588.0,1076341.0,2015.0,368753.0,12786.86,0,,60374080051007.0,2000-2004,3,2000-2003,1076.0,1999-2001,5 1999-2001
336503,14698199,,,,2.5,3.0,,,2.5,,,1551.0,1551.0,,,,,6059.0,,2.0,2.0,0.0,,,33831265.0,-118023603.0,,,,,,,1,266.0,,60591101.101008,44833.0,1286.0,,96185.0,0.0,,1.0,,,,,2001.0,,,156194.0,331752.0,2015.0,175558.0,3974.94,0,,60591101101008.0,2000-2004,3,2000-2003,331.0,1999-2001,5 1999-2001
188740,10909347,1.0,,,2.0,2.0,,4.0,2.0,,,1280.0,1280.0,,,,,6037.0,,2.0,,,,2.0,34144400.0,-118374000.0,33452.0,,,,,,010C,266.0,LAR3,60371436.031017,12447.0,3101.0,47880.0,96447.0,0.0,,,,1.0,,,2006.0,,,100000.0,447000.0,2015.0,347000.0,7913.34,0,,60371436031017.0,2005-2009,4,2003-2006,447.0,2005-2007,2 2005-2007
30745,11347432,1.0,,,3.0,4.0,,4.0,3.0,,,3011.0,3011.0,,,,,6037.0,,3.0,,,,2.0,34461680.0,-118521372.0,16085.0,1.0,,,,1.0,0101,261.0,SCUR2,60379200.162005,,3101.0,,96403.0,0.0,,,,1.0,,,2002.0,,,356039.0,569936.0,2015.0,213897.0,8238.72,0,,60379200162005.0,2000-2004,3,2000-2003,569.0,2001-2003,4 2001-2003
608728,11693086,,,,4.0,4.0,,7.0,4.0,,,2700.0,,,2700.0,,,6037.0,,4.0,,,,,33994950.0,-118288998.0,6798.0,,,,,,0200,246.0,LAR2,60372327.002,12447.0,3101.0,118208.0,96018.0,0.0,,,,2.0,,,1996.0,,,181185.0,270019.0,2015.0,88834.0,3522.48,0,,60372327002000.0,1995-1999,2,1994-1997,270.0,1995-1997,7 1995-1997
253273,12188475,1.0,,,4.0,5.0,,4.0,4.0,,,2530.0,,,2530.0,,,6037.0,,4.0,,,,,33977602.0,-118270481.0,5409.0,,,,,,0200,246.0,LAR2,60372393.202001,12447.0,3101.0,268496.0,95984.0,0.0,,,,2.0,,,2009.0,,,213665.0,227515.0,2015.0,13850.0,2903.37,0,,60372393202001.0,2005-2009,4,2006-2009,227.0,2007-2009,1 2007-2009
437602,11794715,1.0,,,2.0,2.0,,,2.0,,,1042.0,1042.0,,,,,6037.0,,2.0,,,,2.0,34048000.0,-118238000.0,138016.0,1.0,,,,1.0,010E,266.0,LAC2,60372060.311026,12447.0,3101.0,268057.0,95993.0,0.0,,,,1.0,,,2005.0,,,182584.0,365168.0,2015.0,182584.0,4430.21,0,,60372060311026.0,2005-2009,4,2003-2006,365.0,2003-2005,3 2003-2005
