ResponseId,Education,Education (reversed),Salary,MainBranch,Employment,RemoteWork,CodingActivities,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,DevType,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,YearsCodePro,YearsCode
51526,5 Master's,1 Master's,180,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,School or academic work,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;North American,10-May,15-Oct
51529,5 Master's,1 Master's,816,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","5,000 to 9,999 employees",United States of America,35-44 years old,Man,Prefer not to say,Prefer not to say,Prefer not to say,10-May,15-Oct
51534,6 Doctorate,0 Doctorate,250,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,,Other (please specify):,"10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,10-May,15-20
51535,6 Doctorate,0 Doctorate,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,Coursera,"Engineer, data",2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Caribbean;Hispanic or Latino/a,0-5,15-Oct
51538,4 Bachelor's,2 Bachelor's,135,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Books / Physical media,,,"Developer, back-end",I don���,United States of America,45-54 years old,Man,No,Straight / Heterosexual,European;Hispanic or Latino/a,20-25,30-35
51539,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end",20 to 99 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51543,4 Bachelor's,2 Bachelor's,169,I am a developer by profession,"Employed, full-time",Full in-person,I don't code outside o,Friend or family member,,,"Developer, mobile",100 to 499 employees,United States of America,25-34 years old,Woman,No,Bisexual,White,10-May,15-Oct
51549,5 Master's,1 Master's,125,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,,,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
51563,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time",Fully remote,Freelance/contract work,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Developer, front-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,,10-May,15-Oct
51576,3 Associate,3 Associate,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Engineer, site reliability","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,20-25
51579,4 Bachelor's,2 Bachelor's,125,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, front-end","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,25-30
51581,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, mobile","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,25-30,30-35
51585,4 Bachelor's,2 Bachelor's,165,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Books / Physical media,,Coursera,"Developer, full-stack",500 to 999 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White;North American,15-20,25-30
51587,5 Master's,1 Master's,33,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",School or academic work,Books / Physical media,,Coursera,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,18-24 years old,Man,No,Bisexual,White,0-5,10-May
51592,2 College study,4 College study,100,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack",500 to 999 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,North American,25-30,35-40
51594,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, back-end","5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51596,5 Master's,1 Master's,250,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Stack Overflow,,"Developer, back-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Indian;Asian;South Asian,15-20,20-25
51598,4 Bachelor's,2 Bachelor's,255,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Coursera,Data scientist or machine learning specialist,20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
51600,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Freelance/contract work,Books / Physical media,Technical documentation,,"Developer, front-end",2 to 9 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;North American,15-20,20-25
51605,4 Bachelor's,2 Bachelor's,110,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, front-end",500 to 999 employees,United States of America,45-54 years old,Woman,No,Straight / Heterosexual,White,25-30,25-30
51614,2 College study,4 College study,10,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,25-34 years old,Man,No,Straight / Heterosexual,"White;Or, in your own words:;North American",10-May,15-Oct
51629,4 Bachelor's,2 Bachelor's,95,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Coursera,"Developer, mobile",100 to 499 employees,United States of America,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,0-5,0-5
51635,5 Master's,1 Master's,145,I am a developer by profession,"Employed, full-time",Full in-person,I don't code outside o,Books / Physical media,Blogs,Udemy,"Developer, full-stack","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
51636,2 College study,4 College study,175,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Friend or family member,Blogs,,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,25-30
51639,4 Bachelor's,2 Bachelor's,220,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,Engineering manager,"10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,15-20,15-20
51641,4 Bachelor's,2 Bachelor's,165,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, mobile",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51642,4 Bachelor's,2 Bachelor's,155,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,Books / Physical media,,,"Engineer, data","5,000 to 9,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51644,4 Bachelor's,2 Bachelor's,190,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,Other (please specify):,"5,000 to 9,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,30-35
51645,5 Master's,1 Master's,200,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,20-25
51649,4 Bachelor's,2 Bachelor's,1,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Friend or family member,,,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,35-40
51660,4 Bachelor's,2 Bachelor's,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",10 to 19 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
51667,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,30-35
51668,4 Bachelor's,2 Bachelor's,138,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Stack Overflow,Udemy,"Developer, mobile",100 to 499 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,African;Black;Biracial,0-5,0-5
51670,4 Bachelor's,2 Bachelor's,155,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,15-20
51673,4 Bachelor's,2 Bachelor's,300,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,,,"Developer, QA or test","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
51690,4 Bachelor's,2 Bachelor's,65,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Friend or family member,Technical documentation,,"Developer, front-end",2 to 9 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,15-20
51691,4 Bachelor's,2 Bachelor's,115,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51696,4 Bachelor's,2 Bachelor's,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,20-25
51698,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, QA or test","5,000 to 9,999 employees",United States of America,35-44 years old,Woman,No,Straight / Heterosexual,White,10-May,10-May
51702,4 Bachelor's,2 Bachelor's,100,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Other,"Developer, full-stack","10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,25-30
51703,5 Master's,1 Master's,151,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Asian,10-May,15-Oct
51706,5 Master's,1 Master's,85,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"School (i.e., University, College, etc)",,,Data scientist or machine learning specialist,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,65 years or older,"Woman;Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual,White;European,40-45,40-45
51707,4 Bachelor's,2 Bachelor's,320,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, back-end","10,000 or more employees",United States of America,35-44 years old,Woman,No,Straight / Heterosexual,White;European;Ethnoreligious group,15-Oct,20-25
51710,4 Bachelor's,2 Bachelor's,124,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,15-Oct,20-25
51713,4 Bachelor's,2 Bachelor's,240,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Books / Physical media,Technical documentation,,Data scientist or machine learning specialist,2 to 9 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,30-35,40-45
51716,4 Bachelor's,2 Bachelor's,370,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;North American,10-May,15-Oct
51719,5 Master's,1 Master's,60,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, part-time",Full in-person,Hobby,Books / Physical media,,,Data scientist or machine learning specialist,"5,000 to 9,999 employees",United States of America,65 years or older,Man,No,Straight / Heterosexual,"Or, in your own words:;European",45-50,45-50
51721,4 Bachelor's,2 Bachelor's,109,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;European;North American,10-May,15-20
51726,5 Master's,1 Master's,215,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, back-end","5,000 to 9,999 employees",United States of America,25-34 years old,Woman,No,Straight / Heterosexual,Indian;South Asian,10-May,15-Oct
51732,6 Doctorate,0 Doctorate,80,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,Academic researcher,"5,000 to 9,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
51734,2 College study,4 College study,1800,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",2 to 9 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51738,4 Bachelor's,2 Bachelor's,192,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51739,3 Associate,3 Associate,55,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,White,10-May,10-May
51740,6 Doctorate,0 Doctorate,325,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,Scientist,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,35-44 years old,Man,No,Bisexual,White;Hispanic or Latino/a,15-Oct,20-25
51748,5 Master's,1 Master's,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,On the job training,,,"Developer, mobile",100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
51750,4 Bachelor's,2 Bachelor's,250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",500 to 999 employees,United States of America,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,Queer,Asian,10-May,15-20
51751,5 Master's,1 Master's,250,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51758,2 College study,4 College study,130,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51763,4 Bachelor's,2 Bachelor's,60,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Friend or family member,Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51764,4 Bachelor's,2 Bachelor's,95,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
51767,4 Bachelor's,2 Bachelor's,135,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,North American,10-May,10-May
51770,4 Bachelor's,2 Bachelor's,156,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,"Developer, back-end",500 to 999 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
51773,2 College study,4 College study,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,25-30
51780,4 Bachelor's,2 Bachelor's,80,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,Udemy,"Developer, full-stack","10,000 or more employees",United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51781,4 Bachelor's,2 Bachelor's,145,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;European;Hispanic or Latino/a;South American,10-May,15-Oct
51783,4 Bachelor's,2 Bachelor's,234,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White;Asian;Biracial,15-20,20-25
51784,4 Bachelor's,2 Bachelor's,110,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack",20 to 99 employees,United States of America,45-54 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,Prefer not to say,White,15-20,35-40
51788,5 Master's,1 Master's,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end",500 to 999 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White;European,15-Oct,30-35
51789,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","5,000 to 9,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
51793,5 Master's,1 Master's,2250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,15-Oct
51794,4 Bachelor's,2 Bachelor's,250,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Coursera,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
51810,4 Bachelor's,2 Bachelor's,140,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
51812,3 Associate,3 Associate,118,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Blogs,Udemy,"Developer, back-end","10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51813,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack",20 to 99 employees,United States of America,35-44 years old,Woman,No,Bisexual,White,0-5,10-May
51817,4 Bachelor's,2 Bachelor's,147,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51819,4 Bachelor's,2 Bachelor's,210,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,,,Other (please specify):,"10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51822,2 College study,4 College study,198,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,Engineering manager,"10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
51829,2 College study,4 College study,103,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Codecademy,"Developer, full-stack",2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
51839,5 Master's,1 Master's,110,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,,,,"Developer, full-stack",10 to 19 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,15-20,25-30
51843,1 Secondary,5 Secondary,95,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,Cloud infrastructure engineer,"10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,0-5,0-5
51844,2 College study,4 College study,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Blogs,,"Developer, back-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Ethnoreligious group,10-May,10-May
51851,4 Bachelor's,2 Bachelor's,93,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, back-end",20 to 99 employees,United States of America,35-44 years old,Woman,No,Bisexual;Queer,White;Asian;East Asian;Biracial,10-May,10-May
51855,5 Master's,1 Master's,245,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, embedded applications or devices","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,15-20,30-35
51856,5 Master's,1 Master's,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, mobile","1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51857,4 Bachelor's,2 Bachelor's,80,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end","10,000 or more employees",United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
51860,4 Bachelor's,2 Bachelor's,130,I am a developer by profession,"Employed, full-time",Fully remote,Freelance/contract work,Books / Physical media,,,"Developer, full-stack",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
51862,4 Bachelor's,2 Bachelor's,190,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,Marketing or sales professional,"10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,35-40,45-50
51863,4 Bachelor's,2 Bachelor's,130,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Friend or family member,Technical documentation,Pluralsight,"Developer, full-stack",2 to 9 employees,United States of America,25-34 years old,Woman,No,Bisexual,White;Hispanic or Latino/a;South American,0-5,0-5
51870,2 College study,4 College study,300,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,65 years or older,Man,No,Straight / Heterosexual,North American,40-45,45-50
51872,0 Primary,6 Primary,93,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Other (please specify):,Books / Physical media,Technical documentation,,"Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,0-5,15-20
51874,4 Bachelor's,2 Bachelor's,130,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack",500 to 999 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,25-30
51875,2 College study,4 College study,140,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,On the job training,,,"Developer, full-stack",100 to 499 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,30-35,30-35
51877,4 Bachelor's,2 Bachelor's,243,I am a developer by profession,"Employed, full-time",Fully remote,Other (please specify):,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Prefer to self-describe:,White,0-5,10-May
51881,4 Bachelor's,2 Bachelor's,129,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Pluralsight,"Developer, full-stack","10,000 or more employees",United States of America,35-44 years old,Man,No,Bisexual,White,10-May,10-May
51883,4 Bachelor's,2 Bachelor's,400,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,North American,15-Oct,15-Oct
51889,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
51893,3 Associate,3 Associate,98,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end","5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
51894,6 Doctorate,0 Doctorate,350,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, back-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
51898,4 Bachelor's,2 Bachelor's,145,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,,,"Developer, embedded applications or devices",500 to 999 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Prefer not to say,10-May,15-Oct
51899,5 Master's,1 Master's,1440,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Bootstrapping a business,"School (i.e., University, College, etc)",,,"Engineer, data",20 to 99 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,Black,0-5,15-Oct
51900,2 College study,4 College study,300,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Engineer, data",500 to 999 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White;Middle Eastern;Multiracial;Biracial,25-30,35-40
51916,4 Bachelor's,2 Bachelor's,130,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, front-end",20 to 99 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
